Stud_Id, Stud_age, Stud_sex, Advisor_id, col0, col1, col2, col3, col4, col5, col6, col7, col8, col9, col10, col11, col12, col13, col14, col15, col16, col17, col18, col19, col20, col21, col22, col23, col24, col25, col26, col27, col28, col29, col30, col31, col32, col33, col34, col35, col36, col37, col38, col39, col40, col41, col42, col43, col44, col45, col46, col47, col48, col49
15, 20, 0, 2, 99, 44, 74, 57, 74, 19, 40, 38, 4, 2, 72, 53, 15, 73, 30, 40, 86, 68, 42, 58, 98, 12, 93, 48, 64, 36, 59, 57, 2, 60, 99, 51, 36, 6, 26, 70, 98, 86, 95, 82, 29, 58, 77, 33, 94, 95, 80, 15, 69, 79
15, 20, 0, 2, 99, 44, 74, 57, 74, 19, 40, 38, 4, 2, 72, 53, 15, 73, 30, 40, 86, 68, 42, 58, 98, 12, 93, 48, 64, 36, 59, 57, 2, 60, 99, 51, 36, 6, 26, 70, 98, 86, 95, 82, 29, 58, 77, 33, 94, 95, 80, 15, 69, 79
15, 20, 0, 2, 99, 44, 74, 57, 74, 19, 40, 38, 4, 2, 72, 53, 15, 73, 30, 40, 86, 68, 42, 58, 98, 12, 93, 48, 64, 36, 59, 57, 2, 60, 99, 51, 36, 6, 26, 70, 98, 86, 95, 82, 29, 58, 77, 33, 94, 95, 80, 15, 69, 79
15, 20, 0, 2, 99, 44, 74, 57, 74, 19, 40, 38, 4, 2, 72, 53, 15, 73, 30, 40, 86, 68, 42, 58, 98, 12, 93, 48, 64, 36, 59, 57, 2, 60, 99, 51, 36, 6, 26, 70, 98, 86, 95, 82, 29, 58, 77, 33, 94, 95, 80, 15, 69, 79
15, 20, 0, 2, 99, 44, 74, 57, 74, 19, 40, 38, 4, 2, 72, 53, 15, 73, 30, 40, 86, 68, 42, 58, 98, 12, 93, 48, 64, 36, 59, 57, 2, 60, 99, 51, 36, 6, 26, 70, 98, 86, 95, 82, 29, 58, 77, 33, 94, 95, 80, 15, 69, 79
15, 20, 0, 2, 99, 44, 74, 57, 74, 19, 40, 38, 4, 2, 72, 53, 15, 73, 30, 40, 86, 68, 42, 58, 98, 12, 93, 48, 64, 36, 59, 57, 2, 60, 99, 51, 36, 6, 26, 70, 98, 86, 95, 82, 29, 58, 77, 33, 94, 95, 80, 15, 69, 79
15, 20, 0, 2, 99, 44, 74, 57, 74, 19, 40, 38, 4, 2, 72, 53, 15, 73, 30, 40, 86, 68, 42, 58, 98, 12, 93, 48, 64, 36, 59, 57, 2, 60, 99, 51, 36, 6, 26, 70, 98, 86, 95, 82, 29, 58, 77, 33, 94, 95, 80, 15, 69, 79
15, 20, 0, 2, 99, 44, 74, 57, 74, 19, 40, 38, 4, 2, 72, 53, 15, 73, 30, 40, 86, 68, 42, 58, 98, 12, 93, 48, 64, 36, 59, 57, 2, 60, 99, 51, 36, 6, 26, 70, 98, 86, 95, 82, 29, 58, 77, 33, 94, 95, 80, 15, 69, 79
6, 20, 0, 8, 81, 51, 55, 74, 26, 7, 70, 80, 93, 23, 41, 17, 62, 88, 93, 45, 15, 20, 45, 1, 93, 40, 7, 54, 28, 7, 81, 13, 38, 72, 94, 87, 43, 50, 8, 65, 69, 49, 85, 19, 44, 96, 52, 100, 40, 29, 5, 32, 48, 12
6, 20, 0, 8, 81, 51, 55, 74, 26, 7, 70, 80, 93, 23, 41, 17, 62, 88, 93, 45, 15, 20, 45, 1, 93, 40, 7, 54, 28, 7, 81, 13, 38, 72, 94, 87, 43, 50, 8, 65, 69, 49, 85, 19, 44, 96, 52, 100, 40, 29, 5, 32, 48, 12
15, 20, 0, 2, 99, 44, 74, 57, 74, 19, 40, 38, 4, 2, 72, 53, 15, 73, 30, 40, 86, 68, 42, 58, 98, 12, 93, 48, 64, 36, 59, 57, 2, 60, 99, 51, 36, 6, 26, 70, 98, 86, 95, 82, 29, 58, 77, 33, 94, 95, 80, 15, 69, 79
15, 20, 0, 2, 99, 44, 74, 57, 74, 19, 40, 38, 4, 2, 72, 53, 15, 73, 30, 40, 86, 68, 42, 58, 98, 12, 93, 48, 64, 36, 59, 57, 2, 60, 99, 51, 36, 6, 26, 70, 98, 86, 95, 82, 29, 58, 77, 33, 94, 95, 80, 15, 69, 79
6, 20, 0, 8, 81, 51, 55, 74, 26, 7, 70, 80, 93, 23, 41, 17, 62, 88, 93, 45, 15, 20, 45, 1, 93, 40, 7, 54, 28, 7, 81, 13, 38, 72, 94, 87, 43, 50, 8, 65, 69, 49, 85, 19, 44, 96, 52, 100, 40, 29, 5, 32, 48, 12
6, 20, 0, 8, 81, 51, 55, 74, 26, 7, 70, 80, 93, 23, 41, 17, 62, 88, 93, 45, 15, 20, 45, 1, 93, 40, 7, 54, 28, 7, 81, 13, 38, 72, 94, 87, 43, 50, 8, 65, 69, 49, 85, 19, 44, 96, 52, 100, 40, 29, 5, 32, 48, 12
6, 20, 0, 8, 81, 51, 55, 74, 26, 7, 70, 80, 93, 23, 41, 17, 62, 88, 93, 45, 15, 20, 45, 1, 93, 40, 7, 54, 28, 7, 81, 13, 38, 72, 94, 87, 43, 50, 8, 65, 69, 49, 85, 19, 44, 96, 52, 100, 40, 29, 5, 32, 48, 12
6, 20, 0, 8, 81, 51, 55, 74, 26, 7, 70, 80, 93, 23, 41, 17, 62, 88, 93, 45, 15, 20, 45, 1, 93, 40, 7, 54, 28, 7, 81, 13, 38, 72, 94, 87, 43, 50, 8, 65, 69, 49, 85, 19, 44, 96, 52, 100, 40, 29, 5, 32, 48, 12
6, 20, 0, 8, 81, 51, 55, 74, 26, 7, 70, 80, 93, 23, 41, 17, 62, 88, 93, 45, 15, 20, 45, 1, 93, 40, 7, 54, 28, 7, 81, 13, 38, 72, 94, 87, 43, 50, 8, 65, 69, 49, 85, 19, 44, 96, 52, 100, 40, 29, 5, 32, 48, 12
6, 20, 0, 8, 81, 51, 55, 74, 26, 7, 70, 80, 93, 23, 41, 17, 62, 88, 93, 45, 15, 20, 45, 1, 93, 40, 7, 54, 28, 7, 81, 13, 38, 72, 94, 87, 43, 50, 8, 65, 69, 49, 85, 19, 44, 96, 52, 100, 40, 29, 5, 32, 48, 12
6, 20, 0, 8, 81, 51, 55, 74, 26, 7, 70, 80, 93, 23, 41, 17, 62, 88, 93, 45, 15, 20, 45, 1, 93, 40, 7, 54, 28, 7, 81, 13, 38, 72, 94, 87, 43, 50, 8, 65, 69, 49, 85, 19, 44, 96, 52, 100, 40, 29, 5, 32, 48, 12
6, 20, 0, 8, 81, 51, 55, 74, 26, 7, 70, 80, 93, 23, 41, 17, 62, 88, 93, 45, 15, 20, 45, 1, 93, 40, 7, 54, 28, 7, 81, 13, 38, 72, 94, 87, 43, 50, 8, 65, 69, 49, 85, 19, 44, 96, 52, 100, 40, 29, 5, 32, 48, 12
6, 20, 0, 8, 81, 51, 55, 74, 26, 7, 70, 80, 93, 23, 41, 17, 62, 88, 93, 45, 15, 20, 45, 1, 93, 40, 7, 54, 28, 7, 81, 13, 38, 72, 94, 87, 43, 50, 8, 65, 69, 49, 85, 19, 44, 96, 52, 100, 40, 29, 5, 32, 48, 12
15, 20, 0, 2, 99, 44, 74, 57, 74, 19, 40, 38, 4, 2, 72, 53, 15, 73, 30, 40, 86, 68, 42, 58, 98, 12, 93, 48, 64, 36, 59, 57, 2, 60, 99, 51, 36, 6, 26, 70, 98, 86, 95, 82, 29, 58, 77, 33, 94, 95, 80, 15, 69, 79
20, 19, 0, 9, 63, 27, 77, 35, 35, 25, 88, 16, 99, 27, 43, 76, 10, 40, 85, 73, 79, 5, 98, 7, 9, 15, 73, 73, 72, 34, 92, 57, 91, 80, 38, 54, 71, 79, 50, 69, 69, 1, 69, 67, 40, 72, 1, 50, 45, 43, 87, 28, 65, 100
7, 19, 0, 9, 9, 74, 35, 19, 87, 25, 1, 99, 33, 10, 96, 58, 10, 81, 44, 55, 98, 70, 64, 89, 35, 32, 98, 6, 85, 16, 68, 93, 34, 40, 77, 78, 67, 17, 79, 34, 4, 60, 14, 81, 98, 26, 5, 9, 22, 70, 71, 22, 90, 29
19, 19, 0, 3, 40, 76, 20, 17, 63, 74, 7, 78, 82, 46, 45, 17, 8, 59, 7, 1, 48, 56, 70, 24, 30, 85, 99, 51, 12, 64, 53, 59, 84, 55, 44, 89, 29, 49, 35, 36, 92, 94, 47, 4, 25, 35, 20, 9, 49, 99, 73, 51, 46, 74
20, 19, 0, 9, 63, 27, 77, 35, 35, 25, 88, 16, 99, 27, 43, 76, 10, 40, 85, 73, 79, 5, 98, 7, 9, 15, 73, 73, 72, 34, 92, 57, 91, 80, 38, 54, 71, 79, 50, 69, 69, 1, 69, 67, 40, 72, 1, 50, 45, 43, 87, 28, 65, 100
25, 19, 0, 5, 38, 53, 33, 25, 44, 93, 7, 40, 44, 7, 90, 55, 31, 91, 68, 55, 38, 51, 90, 32, 33, 57, 86, 98, 13, 54, 57, 20, 17, 97, 31, 23, 65, 71, 12, 16, 35, 43, 46, 66, 37, 81, 84, 91, 31, 36, 12, 1, 45, 42
21, 19, 0, 8, 59, 70, 25, 53, 60, 74, 94, 87, 1, 73, 91, 93, 92, 20, 68, 8, 26, 39, 12, 39, 82, 69, 29, 46, 73, 15, 9, 27, 28, 1, 13, 60, 87, 67, 33, 81, 89, 37, 53, 79, 55, 14, 30, 58, 36, 58, 68, 48, 67, 9
25, 19, 0, 5, 38, 53, 33, 25, 44, 93, 7, 40, 44, 7, 90, 55, 31, 91, 68, 55, 38, 51, 90, 32, 33, 57, 86, 98, 13, 54, 57, 20, 17, 97, 31, 23, 65, 71, 12, 16, 35, 43, 46, 66, 37, 81, 84, 91, 31, 36, 12, 1, 45, 42
21, 19, 0, 8, 59, 70, 25, 53, 60, 74, 94, 87, 1, 73, 91, 93, 92, 20, 68, 8, 26, 39, 12, 39, 82, 69, 29, 46, 73, 15, 9, 27, 28, 1, 13, 60, 87, 67, 33, 81, 89, 37, 53, 79, 55, 14, 30, 58, 36, 58, 68, 48, 67, 9
20, 19, 0, 9, 63, 27, 77, 35, 35, 25, 88, 16, 99, 27, 43, 76, 10, 40, 85, 73, 79, 5, 98, 7, 9, 15, 73, 73, 72, 34, 92, 57, 91, 80, 38, 54, 71, 79, 50, 69, 69, 1, 69, 67, 40, 72, 1, 50, 45, 43, 87, 28, 65, 100
19, 19, 0, 3, 40, 76, 20, 17, 63, 74, 7, 78, 82, 46, 45, 17, 8, 59, 7, 1, 48, 56, 70, 24, 30, 85, 99, 51, 12, 64, 53, 59, 84, 55, 44, 89, 29, 49, 35, 36, 92, 94, 47, 4, 25, 35, 20, 9, 49, 99, 73, 51, 46, 74
19, 19, 0, 3, 40, 76, 20, 17, 63, 74, 7, 78, 82, 46, 45, 17, 8, 59, 7, 1, 48, 56, 70, 24, 30, 85, 99, 51, 12, 64, 53, 59, 84, 55, 44, 89, 29, 49, 35, 36, 92, 94, 47, 4, 25, 35, 20, 9, 49, 99, 73, 51, 46, 74
25, 19, 0, 5, 38, 53, 33, 25, 44, 93, 7, 40, 44, 7, 90, 55, 31, 91, 68, 55, 38, 51, 90, 32, 33, 57, 86, 98, 13, 54, 57, 20, 17, 97, 31, 23, 65, 71, 12, 16, 35, 43, 46, 66, 37, 81, 84, 91, 31, 36, 12, 1, 45, 42
7, 19, 0, 9, 9, 74, 35, 19, 87, 25, 1, 99, 33, 10, 96, 58, 10, 81, 44, 55, 98, 70, 64, 89, 35, 32, 98, 6, 85, 16, 68, 93, 34, 40, 77, 78, 67, 17, 79, 34, 4, 60, 14, 81, 98, 26, 5, 9, 22, 70, 71, 22, 90, 29
21, 19, 0, 8, 59, 70, 25, 53, 60, 74, 94, 87, 1, 73, 91, 93, 92, 20, 68, 8, 26, 39, 12, 39, 82, 69, 29, 46, 73, 15, 9, 27, 28, 1, 13, 60, 87, 67, 33, 81, 89, 37, 53, 79, 55, 14, 30, 58, 36, 58, 68, 48, 67, 9
30, 17, 0, 2, 45, 58, 81, 80, 90, 85, 10, 36, 66, 92, 27, 75, 100, 67, 43, 79, 8, 76, 72, 86, 49, 36, 86, 24, 79, 94, 62, 96, 5, 70, 63, 73, 11, 4, 59, 14, 4, 2, 17, 30, 43, 11, 91, 17, 55, 64, 60, 30, 69, 17
13, 17, 0, 7, 13, 6, 42, 31, 52, 63, 44, 2, 39, 1, 10, 99, 2, 46, 93, 23, 65, 99, 70, 37, 48, 81, 65, 57, 76, 55, 30, 51, 71, 1, 81, 68, 8, 85, 30, 87, 24, 39, 89, 57, 75, 49, 4, 8, 28, 52, 78, 13, 25, 98
30, 17, 0, 2, 45, 58, 81, 80, 90, 85, 10, 36, 66, 92, 27, 75, 100, 67, 43, 79, 8, 76, 72, 86, 49, 36, 86, 24, 79, 94, 62, 96, 5, 70, 63, 73, 11, 4, 59, 14, 4, 2, 17, 30, 43, 11, 91, 17, 55, 64, 60, 30, 69, 17
30, 17, 0, 2, 45, 58, 81, 80, 90, 85, 10, 36, 66, 92, 27, 75, 100, 67, 43, 79, 8, 76, 72, 86, 49, 36, 86, 24, 79, 94, 62, 96, 5, 70, 63, 73, 11, 4, 59, 14, 4, 2, 17, 30, 43, 11, 91, 17, 55, 64, 60, 30, 69, 17
13, 17, 0, 7, 13, 6, 42, 31, 52, 63, 44, 2, 39, 1, 10, 99, 2, 46, 93, 23, 65, 99, 70, 37, 48, 81, 65, 57, 76, 55, 30, 51, 71, 1, 81, 68, 8, 85, 30, 87, 24, 39, 89, 57, 75, 49, 4, 8, 28, 52, 78, 13, 25, 98
2, 16, 0, 3, 63, 71, 46, 28, 59, 29, 27, 10, 19, 84, 8, 41, 59, 97, 3, 73, 11, 39, 89, 38, 38, 74, 40, 52, 18, 90, 60, 17, 38, 30, 53, 26, 38, 10, 33, 73, 56, 43, 97, 43, 27, 65, 23, 27, 60, 35, 60, 15, 18, 84
8, 16, 0, 8, 54, 79, 92, 96, 90, 46, 37, 80, 4, 73, 77, 39, 1, 63, 40, 30, 98, 47, 56, 88, 78, 7, 76, 84, 83, 73, 39, 41, 31, 37, 95, 65, 89, 67, 18, 51, 63, 83, 7, 58, 52, 29, 5, 72, 94, 76, 49, 96, 61, 20
8, 16, 0, 8, 54, 79, 92, 96, 90, 46, 37, 80, 4, 73, 77, 39, 1, 63, 40, 30, 98, 47, 56, 88, 78, 7, 76, 84, 83, 73, 39, 41, 31, 37, 95, 65, 89, 67, 18, 51, 63, 83, 7, 58, 52, 29, 5, 72, 94, 76, 49, 96, 61, 20
2, 16, 0, 3, 63, 71, 46, 28, 59, 29, 27, 10, 19, 84, 8, 41, 59, 97, 3, 73, 11, 39, 89, 38, 38, 74, 40, 52, 18, 90, 60, 17, 38, 30, 53, 26, 38, 10, 33, 73, 56, 43, 97, 43, 27, 65, 23, 27, 60, 35, 60, 15, 18, 84
22, 15, 0, 4, 36, 93, 95, 70, 67, 94, 36, 7, 23, 63, 21, 9, 28, 28, 41, 36, 42, 18, 13, 26, 17, 48, 87, 87, 71, 58, 81, 90, 31, 80, 100, 29, 34, 89, 37, 81, 69, 26, 47, 100, 23, 4, 45, 60, 68, 61, 76, 15, 43, 26
11, 15, 0, 1, 45, 87, 72, 42, 93, 93, 61, 77, 12, 12, 84, 6, 21, 8, 78, 57, 77, 74, 47, 39, 27, 41, 70, 88, 99, 95, 62, 83, 30, 50, 97, 71, 82, 52, 14, 99, 33, 69, 33, 24, 80, 11, 86, 78, 76, 16, 71, 23, 82, 8
11, 15, 0, 1, 45, 87, 72, 42, 93, 93, 61, 77, 12, 12, 84, 6, 21, 8, 78, 57, 77, 74, 47, 39, 27, 41, 70, 88, 99, 95, 62, 83, 30, 50, 97, 71, 82, 52, 14, 99, 33, 69, 33, 24, 80, 11, 86, 78, 76, 16, 71, 23, 82, 8
22, 15, 0, 4, 36, 93, 95, 70, 67, 94, 36, 7, 23, 63, 21, 9, 28, 28, 41, 36, 42, 18, 13, 26, 17, 48, 87, 87, 71, 58, 81, 90, 31, 80, 100, 29, 34, 89, 37, 81, 69, 26, 47, 100, 23, 4, 45, 60, 68, 61, 76, 15, 43, 26
22, 15, 0, 4, 36, 93, 95, 70, 67, 94, 36, 7, 23, 63, 21, 9, 28, 28, 41, 36, 42, 18, 13, 26, 17, 48, 87, 87, 71, 58, 81, 90, 31, 80, 100, 29, 34, 89, 37, 81, 69, 26, 47, 100, 23, 4, 45, 60, 68, 61, 76, 15, 43, 26
16, 14, 0, 6, 69, 31, 82, 86, 65, 35, 9, 68, 38, 17, 78, 41, 54, 43, 75, 34, 38, 12, 93, 26, 68, 20, 1, 50, 25, 75, 87, 88, 13, 63, 53, 16, 36, 35, 48, 74, 18, 28, 13, 84, 80, 14, 40, 74, 78, 77, 70, 29, 49, 75
16, 14, 0, 6, 69, 31, 82, 86, 65, 35, 9, 68, 38, 17, 78, 41, 54, 43, 75, 34, 38, 12, 93, 26, 68, 20, 1, 50, 25, 75, 87, 88, 13, 63, 53, 16, 36, 35, 48, 74, 18, 28, 13, 84, 80, 14, 40, 74, 78, 77, 70, 29, 49, 75
23, 13, 0, 3, 77, 17, 38, 17, 42, 94, 93, 58, 87, 100, 95, 4, 33, 60, 80, 68, 79, 48, 96, 99, 84, 98, 17, 75, 74, 52, 78, 65, 63, 75, 91, 72, 7, 32, 60, 52, 30, 15, 67, 22, 29, 85, 11, 99, 39, 77, 38, 88, 69, 93
23, 13, 0, 3, 77, 17, 38, 17, 42, 94, 93, 58, 87, 100, 95, 4, 33, 60, 80, 68, 79, 48, 96, 99, 84, 98, 17, 75, 74, 52, 78, 65, 63, 75, 91, 72, 7, 32, 60, 52, 30, 15, 67, 22, 29, 85, 11, 99, 39, 77, 38, 88, 69, 93
23, 13, 0, 3, 77, 17, 38, 17, 42, 94, 93, 58, 87, 100, 95, 4, 33, 60, 80, 68, 79, 48, 96, 99, 84, 98, 17, 75, 74, 52, 78, 65, 63, 75, 91, 72, 7, 32, 60, 52, 30, 15, 67, 22, 29, 85, 11, 99, 39, 77, 38, 88, 69, 93
26, 12, 0, 8, 29, 75, 58, 82, 47, 36, 10, 42, 70, 44, 33, 55, 52, 93, 49, 14, 56, 100, 71, 26, 20, 18, 16, 10, 51, 68, 5, 30, 45, 96, 18, 37, 41, 86, 59, 56, 17, 56, 93, 32, 87, 73, 59, 72, 83, 19, 37, 31, 4, 28
26, 12, 0, 8, 29, 75, 58, 82, 47, 36, 10, 42, 70, 44, 33, 55, 52, 93, 49, 14, 56, 100, 71, 26, 20, 18, 16, 10, 51, 68, 5, 30, 45, 96, 18, 37, 41, 86, 59, 56, 17, 56, 93, 32, 87, 73, 59, 72, 83, 19, 37, 31, 4, 28
5, 12, 0, 1, 57, 17, 99, 29, 55, 94, 11, 71, 41, 46, 22, 80, 84, 21, 78, 67, 80, 95, 32, 63, 68, 22, 20, 16, 97, 80, 80, 34, 87, 17, 15, 41, 86, 75, 61, 24, 65, 90, 64, 57, 85, 47, 62, 37, 61, 97, 65, 100, 8, 19
5, 12, 0, 1, 57, 17, 99, 29, 55, 94, 11, 71, 41, 46, 22, 80, 84, 21, 78, 67, 80, 95, 32, 63, 68, 22, 20, 16, 97, 80, 80, 34, 87, 17, 15, 41, 86, 75, 61, 24, 65, 90, 64, 57, 85, 47, 62, 37, 61, 97, 65, 100, 8, 19
26, 12, 0, 8, 29, 75, 58, 82, 47, 36, 10, 42, 70, 44, 33, 55, 52, 93, 49, 14, 56, 100, 71, 26, 20, 18, 16, 10, 51, 68, 5, 30, 45, 96, 18, 37, 41, 86, 59, 56, 17, 56, 93, 32, 87, 73, 59, 72, 83, 19, 37, 31, 4, 28
14, 12, 0, 5, 99, 49, 58, 16, 57, 13, 42, 98, 48, 30, 71, 50, 74, 99, 5, 75, 85, 24, 41, 51, 54, 22, 74, 84, 65, 32, 97, 16, 90, 7, 23, 41, 39, 44, 54, 48, 33, 91, 11, 85, 41, 36, 74, 41, 96, 24, 75, 12, 33, 80
14, 12, 0, 5, 99, 49, 58, 16, 57, 13, 42, 98, 48, 30, 71, 50, 74, 99, 5, 75, 85, 24, 41, 51, 54, 22, 74, 84, 65, 32, 97, 16, 90, 7, 23, 41, 39, 44, 54, 48, 33, 91, 11, 85, 41, 36, 74, 41, 96, 24, 75, 12, 33, 80
9, 20, 1, 8, 31, 10, 29, 91, 77, 2, 86, 52, 55, 22, 69, 58, 21, 59, 40, 63, 11, 79, 25, 17, 19, 89, 64, 77, 1, 86, 78, 72, 25, 100, 38, 81, 100, 16, 83, 1, 69, 86, 71, 98, 46, 84, 100, 23, 34, 61, 63, 73, 24, 83
3, 20, 1, 9, 1, 67, 79, 70, 18, 41, 95, 64, 57, 32, 38, 6, 21, 80, 50, 34, 1, 40, 22, 91, 42, 19, 73, 47, 90, 79, 43, 15, 20, 44, 16, 70, 5, 76, 96, 87, 34, 8, 32, 12, 49, 10, 55, 87, 22, 5, 82, 51, 1, 53
9, 20, 1, 8, 31, 10, 29, 91, 77, 2, 86, 52, 55, 22, 69, 58, 21, 59, 40, 63, 11, 79, 25, 17, 19, 89, 64, 77, 1, 86, 78, 72, 25, 100, 38, 81, 100, 16, 83, 1, 69, 86, 71, 98, 46, 84, 100, 23, 34, 61, 63, 73, 24, 83
9, 20, 1, 8, 31, 10, 29, 91, 77, 2, 86, 52, 55, 22, 69, 58, 21, 59, 40, 63, 11, 79, 25, 17, 19, 89, 64, 77, 1, 86, 78, 72, 25, 100, 38, 81, 100, 16, 83, 1, 69, 86, 71, 98, 46, 84, 100, 23, 34, 61, 63, 73, 24, 83
3, 20, 1, 9, 1, 67, 79, 70, 18, 41, 95, 64, 57, 32, 38, 6, 21, 80, 50, 34, 1, 40, 22, 91, 42, 19, 73, 47, 90, 79, 43, 15, 20, 44, 16, 70, 5, 76, 96, 87, 34, 8, 32, 12, 49, 10, 55, 87, 22, 5, 82, 51, 1, 53
3, 20, 1, 9, 1, 67, 79, 70, 18, 41, 95, 64, 57, 32, 38, 6, 21, 80, 50, 34, 1, 40, 22, 91, 42, 19, 73, 47, 90, 79, 43, 15, 20, 44, 16, 70, 5, 76, 96, 87, 34, 8, 32, 12, 49, 10, 55, 87, 22, 5, 82, 51, 1, 53
10, 19, 1, 5, 14, 23, 57, 70, 95, 30, 77, 69, 61, 60, 91, 35, 75, 67, 56, 45, 81, 34, 29, 54, 56, 24, 13, 16, 58, 94, 42, 100, 96, 77, 75, 56, 15, 93, 92, 88, 40, 92, 33, 54, 72, 82, 79, 96, 100, 32, 20, 58, 74, 57
10, 19, 1, 5, 14, 23, 57, 70, 95, 30, 77, 69, 61, 60, 91, 35, 75, 67, 56, 45, 81, 34, 29, 54, 56, 24, 13, 16, 58, 94, 42, 100, 96, 77, 75, 56, 15, 93, 92, 88, 40, 92, 33, 54, 72, 82, 79, 96, 100, 32, 20, 58, 74, 57
10, 19, 1, 5, 14, 23, 57, 70, 95, 30, 77, 69, 61, 60, 91, 35, 75, 67, 56, 45, 81, 34, 29, 54, 56, 24, 13, 16, 58, 94, 42, 100, 96, 77, 75, 56, 15, 93, 92, 88, 40, 92, 33, 54, 72, 82, 79, 96, 100, 32, 20, 58, 74, 57
4, 18, 1, 4, 80, 61, 55, 30, 90, 74, 36, 73, 79, 82, 34, 60, 69, 21, 40, 56, 32, 82, 44, 60, 33, 20, 96, 51, 82, 3, 92, 85, 61, 84, 81, 77, 76, 6, 85, 61, 92, 100, 12, 39, 75, 72, 23, 47, 36, 44, 70, 56, 92, 48
29, 18, 1, 5, 58, 59, 63, 96, 5, 51, 12, 21, 11, 79, 51, 74, 13, 53, 88, 64, 18, 2, 95, 87, 23, 56, 48, 91, 54, 23, 11, 64, 79, 15, 43, 72, 80, 47, 47, 20, 35, 93, 13, 65, 2, 11, 85, 83, 22, 91, 81, 93, 54, 35
4, 18, 1, 4, 80, 61, 55, 30, 90, 74, 36, 73, 79, 82, 34, 60, 69, 21, 40, 56, 32, 82, 44, 60, 33, 20, 96, 51, 82, 3, 92, 85, 61, 84, 81, 77, 76, 6, 85, 61, 92, 100, 12, 39, 75, 72, 23, 47, 36, 44, 70, 56, 92, 48
